"Tissue","Cell_type","Category","Change","Chromosome","Start","End","Annotation","Gene.ID","Symbol","Correlated_Start","Correlated_End","Correlated_Annotation","Correlated_Gene.ID","Correlated_Symbol","Correlation"
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",121640481,121640981,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",121674975,121675475,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",0.508885328
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",121640481,121640981,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",121652251,121652751,"Promoter (<=1kb)",153090,"DAB2IP",0.533158582
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",121640481,121640981,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",121646070,121646570,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",0.560554335
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",121640481,121640981,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",121607674,121608174,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",0.70458886
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",121640481,121640981,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",121675918,121676418,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",0.525948759
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",121652251,121652751,"Promoter (<=1kb)",153090,"DAB2IP",121640481,121640981,"Intron (ENST00000394340.7/153090, intron 1 of 5)",153090,"DAB2IP",0.533158582
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr12",124545332,124545832,"Intron (ENST00000458234.5/9612, intron 1 of 32)",9612,"NCOR2",124512659,124513159,"Promoter (<=1kb)",105370047,"LOC105370047",0.560518736
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr12",124752534,124753034,"Distal Intergenic",949,"SCARB1",124745917,124746417,"Distal Intergenic",949,"SCARB1",0.522234001
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",127838577,127839077,"Intron (ENST00000480266.5/2022, intron 2 of 14)",2022,"ENG",127854427,127854927,"Promoter (<=1kb)",2022,"ENG",0.500158223
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr11",128575834,128576334,"Intron (ENST00000392668.8/2113, intron 1 of 9)",2113,"ETS1",128549155,128549655,"Intron (ENST00000392668.8/2113, intron 3 of 9)",101929517,"ETS1-AS1",0.538614887
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr11",128575834,128576334,"Intron (ENST00000392668.8/2113, intron 1 of 9)",2113,"ETS1",128621678,128622178,"Promoter (<=1kb)",105369568,"LOC105369568",0.561353834
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr11",128575834,128576334,"Intron (ENST00000392668.8/2113, intron 1 of 9)",2113,"ETS1",128553826,128554326,"Intron (ENST00000392668.8/2113, intron 3 of 9)",101929517,"ETS1-AS1",0.504530198
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",130410545,130411045,"Intron (ENST00000518721.6/50807, intron 1 of 29)",50807,"ASAP1",130396489,130396989,"Intron (ENST00000518721.6/50807, intron 2 of 29)",50807,"ASAP1",0.571828894
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",130410545,130411045,"Intron (ENST00000518721.6/50807, intron 1 of 29)",50807,"ASAP1",130404404,130404904,"Promoter (2-3kb)",50807,"ASAP1",0.539744421
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",130410545,130411045,"Intron (ENST00000518721.6/50807, intron 1 of 29)",50807,"ASAP1",130395584,130396084,"Intron (ENST00000518721.6/50807, intron 2 of 29)",50807,"ASAP1",0.513497766
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",131008804,131009304,"Promoter (<=1kb)",10319,"LAMC3",131012179,131012679,"Intron (ENST00000361069.9/10319, intron 1 of 27)",10319,"LAMC3",0.558844885
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr10",132414429,132414929,"Intron (ENST00000631148.2/170394, intron 2 of 2)",170394,"PWWP2B",132420560,132421060,"Exon (ENST00000428814.1/ENST00000428814.1, exon 2 of 2)",105378568,"LOC105378568",0.570850732
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",133036852,133037352,"Promoter (2-3kb)",6503,"SLA",133081469,133081969,"Intron (ENST00000220616.9/7038, intron 41 of 47)",6503,"SLA",0.657353061
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",133036852,133037352,"Promoter (2-3kb)",6503,"SLA",133001436,133001936,"Exon (ENST00000524151.5/7038, exon 4 of 4)",7038,"TG",0.707349416
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",133036852,133037352,"Promoter (2-3kb)",6503,"SLA",133032497,133032997,"Intron (ENST00000220616.9/7038, intron 41 of 47)",6503,"SLA",0.550319235
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",136011995,136012495,"Exon (ENST00000371753.5/138151, exon 5 of 5)",138151,"NACC2",136024443,136024943,"Intron (ENST00000371753.5/138151, intron 1 of 4)",138151,"NACC2",0.527891976
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",136086179,136086679,"Intron (ENST00000277554.4/138151, intron 1 of 5)",138151,"NACC2",136090749,136091249,"Intron (ENST00000277554.4/138151, intron 1 of 5)",138151,"NACC2",0.634172614
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr9",137611681,137612181,"Promoter (<=1kb)",92714,"ARRDC1",137617961,137618461,"Promoter (<=1kb)",85026,"ARRDC1-AS1",0.619407148
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",141406040,141406540,"Intron (ENST00000520105.5/11156, intron 1 of 4)",11156,"PTP4A3",141386726,141387226,"Distal Intergenic",11156,"PTP4A3",0.522803221
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",141406040,141406540,"Intron (ENST00000520105.5/11156, intron 1 of 4)",11156,"PTP4A3",141396233,141396733,"Intron (ENST00000520105.5/11156, intron 1 of 4)",105375790,"LOC105375790",0.524583123
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr8",141406040,141406540,"Intron (ENST00000520105.5/11156, intron 1 of 4)",11156,"PTP4A3",141444192,141444692,"Intron (ENST00000521053.5/389690, intron 19 of 27)",107983985,"LOC107983985",0.58983473
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr5",147417186,147417686,"Intron (ENST00000343218.10/1809, intron 3 of 13)",1809,"DPYSL3",147403796,147404296,"Promoter (1-2kb)",1809,"DPYSL3",0.635132991
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr5",147417186,147417686,"Intron (ENST00000343218.10/1809, intron 3 of 13)",1809,"DPYSL3",147427716,147428216,"Intron (ENST00000343218.10/1809, intron 1 of 13)",1809,"DPYSL3",0.557503682
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr5",147417186,147417686,"Intron (ENST00000343218.10/1809, intron 3 of 13)",1809,"DPYSL3",147391710,147392210,"3' UTR",202374,"STK32A",0.527435659
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr6",150554812,150555312,"Distal Intergenic",57480,"PLEKHG1",150537788,150538288,"Distal Intergenic",57480,"PLEKHG1",0.608248354
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr6",150554812,150555312,"Distal Intergenic",57480,"PLEKHG1",150547492,150547992,"Distal Intergenic",57480,"PLEKHG1",0.607795081
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr1",154405720,154406220,"Promoter (<=1kb)",3570,"IL6R",154406233,154406733,"Promoter (<=1kb)",101928101,"IL6R-AS1",0.521743854
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr7",159104400,159104900,"Intron (ENST00000262178.7/7434, intron 3 of 12)",7434,"VIPR2",159093904,159094404,"Promoter (2-3kb)",7434,"VIPR2",0.560863491
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr7",159104400,159104900,"Intron (ENST00000262178.7/7434, intron 3 of 12)",7434,"VIPR2",159144288,159144788,"Promoter (<=1kb)",7434,"VIPR2",0.669191563
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr7",159104400,159104900,"Intron (ENST00000262178.7/7434, intron 3 of 12)",7434,"VIPR2",159097130,159097630,"Promoter (<=1kb)",7434,"VIPR2",0.699427268
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr5",178320472,178320972,"Intron (ENST00000679896.1/91522, intron 2 of 27)",91522,"COL23A1",178295950,178296450,"Intron (ENST00000679896.1/91522, intron 3 of 27)",91522,"COL23A1",0.64232731
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr5",178357056,178357556,"Intron (ENST00000679896.1/91522, intron 2 of 27)",91522,"COL23A1",178360238,178360738,"Intron (ENST00000679896.1/91522, intron 2 of 27)",91522,"COL23A1",0.699432232
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr1",183946146,183946646,"Promoter (<=1kb)",23127,"COLGALT2",183940971,183941471,"Intron (ENST00000649786.1/23127, intron 10 of 11)",23127,"COLGALT2",0.510141892
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr3",187746540,187747040,"Promoter (<=1kb)",604,"BCL6",187745506,187746006,"Promoter (<=1kb)",604,"BCL6",0.533177061
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr1",201503437,201503937,"Promoter (2-3kb)",1465,"CSRP1",201501858,201502358,"Intron (ENST00000340006.7/1465, intron 1 of 5)",1465,"CSRP1",0.534452136
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr1",201503437,201503937,"Promoter (2-3kb)",1465,"CSRP1",201468982,201469482,"Promoter (<=1kb)",23612,"PHLDA3",0.52193303
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr1",201503998,201504498,"Promoter (2-3kb)",1465,"CSRP1",201461085,201461585,"Distal Intergenic",23612,"PHLDA3",0.515818446
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr1",201656706,201657206,"Intron (ENST00000367302.5/89796, intron 3 of 29)",89796,"NAV1",201640764,201641264,"Intron (ENST00000367302.5/89796, intron 2 of 29)",89796,"NAV1",0.581997366
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",217905296,217905796,"Promoter (<=1kb)",7145,"TNS1",217863994,217864494,"Intron (ENST00000646520.1/7145, intron 18 of 32)",7145,"TNS1",0.518748944
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",217922627,217923127,"Promoter (2-3kb)",7145,"TNS1",217939554,217940054,"Promoter (2-3kb)",7145,"TNS1",0.58752049
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",217922627,217923127,"Promoter (2-3kb)",7145,"TNS1",217942380,217942880,"Promoter (1-2kb)",7145,"TNS1",0.5084831
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",217922627,217923127,"Promoter (2-3kb)",7145,"TNS1",217899432,217899932,"Promoter (<=1kb)",102465485,"MIR6809",0.653429917
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",217922627,217923127,"Promoter (2-3kb)",7145,"TNS1",217928113,217928613,"Intron (ENST00000646520.1/7145, intron 3 of 32)",7145,"TNS1",0.607172264
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",217922627,217923127,"Promoter (2-3kb)",7145,"TNS1",217916478,217916978,"Intron (ENST00000646520.1/7145, intron 4 of 32)",7145,"TNS1",0.620425825
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219459415,219459915,"Promoter (<=1kb)",10290,"SPEG",0.535637638
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219452817,219453317,"Promoter (1-2kb)",10290,"SPEG",0.753145027
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219406808,219407308,"Distal Intergenic",23549,"DNPEP",0.624911629
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219430625,219431125,"Distal Intergenic",10290,"SPEG",0.5742599
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219404455,219404955,"Distal Intergenic",23549,"DNPEP",0.734897383
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219433937,219434437,"Promoter (<=1kb)",10290,"SPEG",0.544748776
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219461521,219462021,"Promoter (<=1kb)",10290,"SPEG",0.614786658
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219460429,219460929,"Promoter (<=1kb)",10290,"SPEG",0.727624007
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219451620,219452120,"Promoter (<=1kb)",10290,"SPEG",0.77514697
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219442277,219442777,"Promoter (<=1kb)",10290,"SPEG",0.616910574
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219453681,219454181,"Promoter (1-2kb)",10290,"SPEG",0.698810721
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",219446061,219446561,"Promoter (<=1kb)",10290,"SPEG",219441711,219442211,"Promoter (<=1kb)",10290,"SPEG",0.675560879
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",237500960,237501460,"Intron (ENST00000422695.5/79083, intron 4 of 5)",79083,"MLPH",237474309,237474809,"Distal Intergenic",79083,"MLPH",0.665424346
"Esophagus-Muscularis","Mural Cells","old vs mid","DECREASE","chr2",237904853,237905353,"Intron (ENST00000404910.6/10267, intron 2 of 2)",10267,"RAMP1",237886621,237887121,"Intron (ENST00000404910.6/10267, intron 2 of 2)",10267,"RAMP1",0.521941196
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr20",605881,606381,"Intron (ENST00000246080.4/6939, intron 1 of 1)",6939,"TCF15",598239,598739,"Distal Intergenic",6939,"TCF15",0.561074985
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr20",605881,606381,"Intron (ENST00000246080.4/6939, intron 1 of 1)",6939,"TCF15",607410,607910,"Promoter (2-3kb)",6939,"TCF15",0.694278007
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr20",605881,606381,"Intron (ENST00000246080.4/6939, intron 1 of 1)",6939,"TCF15",595522,596022,"Distal Intergenic",6939,"TCF15",0.517422197
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr20",607410,607910,"Promoter (2-3kb)",6939,"TCF15",605881,606381,"Intron (ENST00000246080.4/6939, intron 1 of 1)",6939,"TCF15",0.694278007
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr20",607410,607910,"Promoter (2-3kb)",6939,"TCF15",595522,596022,"Distal Intergenic",6939,"TCF15",0.575527942
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr20",607410,607910,"Promoter (2-3kb)",6939,"TCF15",598239,598739,"Distal Intergenic",6939,"TCF15",0.569223254
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr19",703641,704141,"Distal Intergenic",5064,"PALM",676063,676563,"Promoter (<=1kb)",10272,"FSTL3",0.545671299
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr11",1876711,1877211,"Promoter (<=1kb)",4046,"LSP1",1903664,1904164,"Intron (ENST00000455671.2/101927624, intron 4 of 4)",101927624,"LINC01150",0.584209473
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr11",1876711,1877211,"Promoter (<=1kb)",4046,"LSP1",1908468,1908968,"Exon (ENST00000455671.2/101927624, exon 5 of 5)",7140,"TNNT3",0.503097579
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr1",6014123,6014623,"Intron (ENST00000655548.1/8514, intron 1 of 9)",8514,"KCNAB2",6014666,6015166,"Intron (ENST00000655548.1/8514, intron 1 of 9)",8514,"KCNAB2",0.673751225
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr1",6014123,6014623,"Intron (ENST00000655548.1/8514, intron 1 of 9)",8514,"KCNAB2",6016182,6016682,"Intron (ENST00000655548.1/8514, intron 1 of 9)",8514,"KCNAB2",0.568079373
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr1",6016182,6016682,"Intron (ENST00000655548.1/8514, intron 1 of 9)",8514,"KCNAB2",6014123,6014623,"Intron (ENST00000655548.1/8514, intron 1 of 9)",8514,"KCNAB2",0.568079373
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr1",6016182,6016682,"Intron (ENST00000655548.1/8514, intron 1 of 9)",8514,"KCNAB2",6014666,6015166,"Intron (ENST00000655548.1/8514, intron 1 of 9)",8514,"KCNAB2",0.640162447
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr2",9378320,9378820,"Intron (ENST00000315273.4/8853, intron 18 of 26)",8853,"ASAP2",9398702,9399202,"Promoter (<=1kb)",8853,"ASAP2",0.616928979
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr12",12787318,12787818,"Promoter (1-2kb)",81575,"APOLD1",12808077,12808577,"Intron (ENST00000540583.5/81575, intron 2 of 3)",51202,"DDX47",0.528845817
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr12",15629584,15630084,"Promoter (1-2kb)",2059,"EPS8",15596063,15596563,"3' UTR",5800,"PTPRO",0.536217463
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr4",15777197,15777697,"Promoter (<=1kb)",952,"CD38",15753671,15754171,"Distal Intergenic",952,"CD38",0.582189702
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr16",15829324,15829824,"Intron (ENST00000300036.6/4629, intron 2 of 40)",4629,"MYH11",15856910,15857410,"Promoter (<=1kb)",4629,"MYH11",0.794399362
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr16",15829324,15829824,"Intron (ENST00000300036.6/4629, intron 2 of 40)",4629,"MYH11",15807668,15808168,"Intron (ENST00000300036.6/4629, intron 3 of 40)",4629,"MYH11",0.763911626
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr16",15829324,15829824,"Intron (ENST00000300036.6/4629, intron 2 of 40)",4629,"MYH11",15854746,15855246,"Promoter (1-2kb)",4629,"MYH11",0.712195889
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr16",15829324,15829824,"Intron (ENST00000300036.6/4629, intron 2 of 40)",4629,"MYH11",15812182,15812682,"Intron (ENST00000300036.6/4629, intron 3 of 40)",4629,"MYH11",0.708157021
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr16",15829324,15829824,"Intron (ENST00000300036.6/4629, intron 2 of 40)",4629,"MYH11",15858101,15858601,"Promoter (1-2kb)",4629,"MYH11",0.680391756
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr4",15856009,15856509,"Distal Intergenic",952,"CD38",15808715,15809215,"Intron (ENST00000502843.5/952, intron 1 of 6)",952,"CD38",0.612640406
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr1",16613095,16613595,"Promoter (<=1kb)",55672,"NBPF1",16644437,16644937,"Promoter (<=1kb)",84809,"CROCCP2",0.58625045
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr1",16613095,16613595,"Promoter (<=1kb)",55672,"NBPF1",16613602,16614102,"Promoter (<=1kb)",55672,"NBPF1",0.609555335
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr1",16613602,16614102,"Promoter (<=1kb)",55672,"NBPF1",16613095,16613595,"Promoter (<=1kb)",55672,"NBPF1",0.609555335
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr2",20424507,20425007,"Distal Intergenic",388,"RHOB",20422712,20423212,"Distal Intergenic",388,"RHOB",0.520739943
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr13",28489819,28490319,"Intron (ENST00000282397.9/2321, intron 1 of 29)",2321,"FLT1",28495024,28495524,"Promoter (<=1kb)",2321,"FLT1",0.637967806
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr13",28495024,28495524,"Promoter (<=1kb)",2321,"FLT1",28494327,28494827,"Promoter (<=1kb)",2321,"FLT1",0.607269519
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr13",28495024,28495524,"Promoter (<=1kb)",2321,"FLT1",28493706,28494206,"Promoter (<=1kb)",2321,"FLT1",0.509908728
"Esophagus-Muscularis","Mural Cells","old vs mid","INCREASE","chr13",28495024,28495524,"Promoter (<=1kb)",2321,"FLT1",28489819,28490319,"Intron (ENST00000282397.9/2321, intron 1 of 29)",2321,"FLT1",0.637967806
